elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
81,36,Paneika Lane,391,520,All,0,0,0,0,0,0,0,0,0,0,0.1,0.175,0.258,0.348,0.446,0.551,0.665,0.785,0.914,1.05,1.193,1.352,1.542,1.762,2.012,2.293,2.605,2.947,3.319,3.722,4.155
82,37,Freemason Avenue,0,149,All,0,0.074,0.152,0.238,0.332,0.433,0.542,0.658,0.781,0.913,1.051,1.197,1.369,1.571,1.803,2.065,2.357,2.679,3.031,3.413,3.826,4.268,4.784,5.376,6.042,6.784,7.6,8.492,9.459,10.5,11.617
83,37,Freemason Avenue,149,172,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.173,0.254,0.342,0.436,0.539,0.648,0.764,0.888,1.019,1.157,1.305,1.481,1.687,1.921,2.183,2.475,2.795
84,37,Freemason Avenue,172,362,All,0,0.075,0.155,0.244,0.34,0.443,0.555,0.674,0.801,0.936,1.079,1.23,1.412,1.625,1.869,2.145,2.452,2.789,3.158,3.559,3.99,4.47,5.028,5.663,6.377,7.168,8.037,8.985,10.01,11.113,12.293
85,38,Tyler Place,0,279,All,0.02,0.126,0.239,0.36,0.488,0.624,0.768,0.927,1.116,1.336,1.587,1.869,2.181,2.524,2.898,3.303,3.738,4.232,4.802,5.449,6.173,6.974,7.852,8.807,9.839,10.947,12.133,13.436,14.862,16.411,18.083
86,38,Tyler Place,279,322,All,0.08,0.228,0.401,0.598,0.819,1.065,1.336,1.631,1.951,2.295,2.663,3.056,3.501,4.006,4.573,5.201,5.89,6.641,7.453,8.326,9.26,10.256,11.313,12.462,13.71,15.055,16.498,18.04,19.679,21.417,23.252
87,38,Tyler Place,322,334,All,0.08,0.08,0.08,0.08,0.08,0.18,0.256,0.34,0.431,0.529,0.634,0.746,0.866,0.993,1.126,1.268,1.428,1.616,1.834,2.08,2.355,2.659,2.992,3.353,3.743,4.162,4.631,5.172,5.785,6.47,7.227
88,38,Tyler Place,334,389,All,0,0.075,0.154,0.242,0.337,0.44,0.55,0.668,0.794,0.928,1.069,1.218,1.397,1.606,1.846,2.117,2.419,2.751,3.114,3.508,3.933,4.399,4.943,5.563,6.26,7.034,7.885,8.813,9.818,10.9,12.058
89,39,Ashlar Court,0,251,All,0,0.074,0.153,0.239,0.333,0.434,0.543,0.66,0.784,0.915,1.055,1.201,1.374,1.578,1.811,2.075,2.369,2.693,3.047,3.431,3.845,4.291,4.813,5.41,6.082,6.829,7.652,8.551,9.524,10.574,11.698
90,40,Bravery Road,0,278,All,0,0,0,0.1,0.179,0.266,0.36,0.462,0.571,0.689,0.814,0.946,1.086,1.234,1.409,1.615,1.852,2.119,2.417,2.745,3.104,3.494,3.914,4.371,4.905,5.515,6.202,6.965,7.806,8.723,9.716
91,41,Huamanu Street,0,116,All,0,0.073,0.151,0.237,0.33,0.43,0.538,0.653,0.776,0.906,1.043,1.188,1.357,1.556,1.785,2.043,2.331,2.648,2.996,3.373,3.779,4.216,4.721,5.3,5.953,6.681,7.483,8.359,9.309,10.334,11.432
92,41,Huamanu Street,116,134,All,0,0,0,0,0,0,0,0,0,0,0.1,0.173,0.251,0.337,0.43,0.53,0.638,0.753,0.876,1.006,1.143,1.288,1.457,1.656,1.885,2.143,2.431,2.748,3.096,3.473,3.879
93,1092,Bronte Road East,0,156,All,0,0.073,0.15,0.235,0.327,0.426,0.532,0.646,0.767,0.896,1.031,1.174,1.339,1.533,1.756,2.008,2.29,2.6,2.94,3.309,3.708,4.135,4.622,5.182,5.815,6.521,7.3,8.152,9.077,10.075,11.146
94,1092,Bronte Road East,156,183,All,0,0.073,0.15,0.235,0.327,0.426,0.532,0.646,0.767,0.896,1.031,1.174,1.339,1.533,1.756,2.008,2.29,2.6,2.94,3.309,3.708,4.135,4.622,5.182,5.815,6.521,7.3,8.152,9.077,10.075,11.146
95,42,Te Manaki Street,0,377,All,0,0.074,0.153,0.239,0.332,0.434,0.543,0.659,0.783,0.914,1.053,1.199,1.372,1.574,1.807,2.07,2.363,2.686,3.039,3.422,3.835,4.279,4.798,5.392,6.061,6.805,7.625,8.52,9.49,10.535,11.656
